0:0:0:0:0:0:0:0:0 0.639545481089 
0:0:0:0:0:0:0:0:1 0.702950892697 
0:0:0:0:0:0:0:0:2 0.184369543687 
0:0:0:0:0:0:0:1:0 0.635197483987 
0:0:0:0:0:0:0:1:2 0.0347611558183 
0:0:0:0:0:0:0:2:0 0.946596597573 
0:0:0:0:0:0:0:2:1 0.328068132772 
0:0:0:0:0:0:1:0:0 0.257922789697 
0:0:0:0:0:0:1:0:2 0.557928122681 
0:0:0:0:0:0:1:1:2 0.274408034366 
0:0:0:0:0:0:1:2:0 0.0261354777629 
0:0:0:0:0:0:1:2:1 0.146751766362 
0:0:0:0:0:0:1:2:2 0.68530049883 
0:0:0:0:0:0:2:0:0 0.920976958303 
0:0:0:0:0:0:2:0:1 0.0725573990121 
0:0:0:0:0:0:2:1:0 0.716274261073 
0:0:0:0:0:0:2:1:1 0.0998903544372 
0:0:0:0:0:0:2:1:2 0.628926603844 
0:0:0:0:0:0:2:2:1 0.405513819349 
0:0:0:0:0:1:0:0:0 0.415748575665 
0:0:0:0:0:1:0:0:2 0.118506638177 
0:0:0:0:0:1:0:1:2 0.281326390914 
0:0:0:0:0:1:0:2:0 0.343234350886 
0:0:0:0:0:1:0:2:1 0.463282368279 
0:0:0:0:0:1:0:2:2 0.0605675809861 
0:0:0:0:0:1:1:0:2 0.119990413027 
0:0:0:0:0:1:1:2:0 0.395997615586 
0:0:0:0:0:1:1:2:2 0.347675563293 
0:0:0:0:0:1:2:0:0 0.855345653352 
0:0:0:0:0:1:2:0:1 0.077570895312 
0:0:0:0:0:1:2:0:2 0.877378230479 
0:0:0:0:0:1:2:1:0 0.522985350361 
0:0:0:0:0:1:2:1:2 0.464306828912 
0:0:0:0:0:1:2:2:0 0.585169407048 
0:0:0:0:0:1:2:2:1 0.687576483141 
0:0:0:0:0:2:0:0:0 0.336190610764 
0:0:0:0:0:2:0:0:1 0.712613189411 
0:0:0:0:0:2:0:1:0 0.0379537726082 
0:0:0:0:0:2:0:1:1 0.0388398270858 
0:0:0:0:0:2:0:1:2 0.580882893197 
0:0:0:0:0:2:0:2:1 0.746912719799 
0:0:0:0:0:2:1:0:0 0.532434156968 
0:0:0:0:0:2:1:0:1 0.254802755974 
0:0:0:0:0:2:1:0:2 0.583390786753 
0:0:0:0:0:2:1:1:0 0.371967213305 
0:0:0:0:0:2:1:1:2 0.134473678367 
0:0:0:0:0:2:1:2:0 0.893374779342 
